6.233000000000000000e+03,6.209999999999999964e-01,-4.312999999999999723e+00,5.723294999999999709e+04,5.887699999999999878e-02
6.355000000000000000e+03,6.636000000000000121e+00,-4.472100000000000186e+00,1.124712999999999920e+04,1.196200000000000041e-02
6.218000000000000000e+03,5.429000000000000270e+00,-4.479599999999999582e+00,1.301354000000000087e+04,1.259200000000000076e-02
6.284000000000000000e+03,1.843700000000000117e+01,-4.946799999999999642e+00,6.084199999999999818e+03,4.682000000000000398e-03
6.404000000000000000e+03,1.349799999999999933e+01,-4.610500000000000043e+00,3.911730000000000018e+03,3.782999999999999904e-03
5.828000000000000000e+03,4.721000000000000085e+00,-4.311300000000000132e+00,1.614331999999999971e+04,1.571099999999999927e-02
5.135000000000000000e+03,2.725700000000000145e+01,-4.597699999999999676e+00,8.542659999999999854e+03,6.486999999999999711e-03
5.831000000000000000e+03,2.472599999999999909e+01,-4.818699999999999761e+00,3.214719999999999800e+03,2.922999999999999817e-03
5.927000000000000000e+03,1.044599999999999973e+01,-4.661200000000000010e+00,1.395979999999999927e+04,1.479100000000000033e-02
5.472000000000000000e+03,1.952599999999999980e+01,-4.655100000000000016e+00,6.448329999999999927e+03,5.682000000000000418e-03
6.434000000000000000e+03,5.578999999999999737e+00,-4.697199999999999598e+00,1.056490000000000009e+03,7.129999999999999836e-04
5.639000000000000000e+03,5.849999999999999645e-01,-4.612899999999999778e+00,1.807750000000000000e+03,1.204999999999999908e-03
4.055000000000000000e+03,1.231499999999999950e+01,-4.914100000000000357e+00,9.095549999999999272e+03,8.418000000000000135e-03
4.404000000000000000e+03,2.044900000000000162e+01,-4.833199999999999719e+00,7.352710000000000036e+03,6.857000000000000248e-03
5.926000000000000000e+03,3.995000000000000107e+00,-4.538499999999999979e+00,5.602390000000000327e+03,6.435999999999999881e-03
6.095000000000000000e+03,1.596799999999999997e+01,-4.789200000000000124e+00,2.328630000000000109e+03,2.063000000000000164e-03
6.134000000000000000e+03,6.980000000000000426e+00,-4.849800000000000111e+00,1.488210000000000036e+03,1.539999999999999919e-03
6.298000000000000000e+03,2.206899999999999906e+01,-4.507900000000000240e+00,6.006399999999999864e+02,3.519999999999999908e-04
6.033000000000000000e+03,1.406400000000000006e+01,-4.588199999999999612e+00,2.026500000000000000e+03,1.547999999999999897e-03
5.984000000000000000e+03,1.453000000000000069e+00,-4.311499999999999666e+00,3.119122999999999956e+04,3.189399999999999874e-02
6.305000000000000000e+03,8.870000000000000107e-01,-4.919800000000000395e+00,1.229880000000000109e+03,9.970000000000000563e-04
5.439000000000000000e+03,9.041999999999999815e+00,-4.835399999999999920e+00,3.891260000000000218e+03,3.648999999999999900e-03
6.074000000000000000e+03,7.283999999999999808e+00,-4.794200000000000017e+00,6.277000000000000455e+02,5.550000000000000462e-04
6.021000000000000000e+03,1.421899999999999942e+01,-4.907300000000000217e+00,6.106200000000000045e+02,4.169999999999999987e-04
6.233000000000000000e+03,8.269999999999999574e+00,-4.435599999999999987e+00,2.801059999999999945e+03,2.175999999999999983e-03
5.835000000000000000e+03,4.139999999999999858e+01,-4.869399999999999729e+00,1.495269999999999982e+03,5.999999999999999474e-04
5.465000000000000000e+03,6.740000000000000435e-01,-4.345699999999999896e+00,5.277963999999999942e+04,5.899900000000000283e-02
5.429000000000000000e+03,9.622999999999999332e+00,-5.025199999999999889e+00,1.530950000000000045e+03,1.191000000000000001e-03
5.778000000000000000e+03,1.852299999999999969e+01,-4.745499999999999829e+00,2.699730000000000018e+03,2.314999999999999784e-03
5.318000000000000000e+03,1.459500000000000064e+01,-4.340099999999999625e+00,1.870081000000000131e+04,1.936600000000000127e-02
5.173000000000000000e+03,2.265299999999999869e+01,-4.547100000000000364e+00,6.753979999999999563e+03,4.707000000000000246e-03
5.763000000000000000e+03,1.906500000000000128e+01,-4.637800000000000367e+00,9.285149999999999636e+03,1.060600000000000084e-02
4.635000000000000000e+03,1.026699999999999946e+01,-4.463799999999999990e+00,1.082829000000000087e+04,1.090400000000000050e-02
5.438000000000000000e+03,1.869200000000000017e+01,-4.690100000000000158e+00,4.171729999999999563e+03,3.263999999999999974e-03
5.935000000000000000e+03,1.023499999999999943e+01,-4.860899999999999999e+00,4.079699999999999818e+03,3.853000000000000088e-03
5.405000000000000000e+03,1.910600000000000165e+01,-4.689000000000000057e+00,6.515859999999999673e+03,5.075999999999999783e-03
5.942000000000000000e+03,4.267999999999999794e+00,-4.966700000000000337e+00,3.778299999999999841e+02,1.079999999999999960e-04
5.936000000000000000e+03,1.103899999999999970e+01,-5.025999999999999801e+00,1.521650000000000091e+03,1.270999999999999994e-03
6.202000000000000000e+03,3.803999999999999826e+00,-4.473799999999999777e+00,1.193490000000000009e+03,1.015999999999999976e-03
6.464000000000000000e+03,1.149999999999999911e+00,-4.485000000000000320e+00,2.208530000000000200e+03,2.203999999999999796e-03
6.058000000000000000e+03,2.684000000000000163e+00,-4.495599999999999596e+00,4.608390000000000327e+03,4.233999999999999916e-03
5.937000000000000000e+03,1.233799999999999919e+01,-4.386300000000000310e+00,4.293710000000000036e+03,3.611000000000000060e-03
5.755000000000000000e+03,2.942000000000000171e+00,-4.454200000000000159e+00,3.248277000000000044e+04,3.862299999999999761e-02
6.135000000000000000e+03,7.777000000000000135e+00,-4.720200000000000173e+00,1.571450000000000045e+03,9.959999999999999236e-04
5.540000000000000000e+03,3.556999999999999940e+00,-4.571399999999999686e+00,1.736691999999999825e+04,1.739800000000000027e-02
6.064000000000000000e+03,1.226500000000000057e+01,-4.619299999999999962e+00,4.504710000000000036e+03,4.982999999999999582e-03
6.276000000000000000e+03,2.383000000000000007e+00,-4.739099999999999646e+00,5.977119999999999891e+03,6.459999999999999597e-03
4.939000000000000000e+03,6.607000000000000206e+00,-4.472999999999999865e+00,3.538379000000000087e+04,3.417699999999999905e-02
5.607000000000000000e+03,1.856299999999999883e+01,-4.687000000000000277e+00,3.275630000000000109e+03,3.034999999999999937e-03
5.683000000000000000e+03,1.565199999999999925e+01,-4.710300000000000153e+00,7.276479999999999563e+03,6.525000000000000418e-03
5.315000000000000000e+03,1.721000000000000085e+00,-4.311499999999999666e+00,6.322627999999999884e+04,6.653100000000000680e-02
5.012000000000000000e+03,9.048999999999999488e+00,-4.476300000000000168e+00,7.754949999999999818e+03,9.183000000000000190e-03
5.538000000000000000e+03,8.871999999999999886e+00,-4.531600000000000072e+00,9.014100000000000364e+03,1.075800000000000020e-02
6.098000000000000000e+03,2.253000000000000114e+00,-4.567099999999999937e+00,6.501050000000000182e+03,6.114999999999999776e-03
5.634000000000000000e+03,3.295999999999999819e+00,-4.710399999999999920e+00,1.840340999999999985e+04,1.951800000000000063e-02
6.148000000000000000e+03,3.116000000000000103e+00,-4.615400000000000169e+00,4.452590000000000146e+03,4.462999999999999953e-03
5.801000000000000000e+03,8.030000000000000471e-01,-4.390399999999999636e+00,9.473440000000000509e+03,9.003000000000000586e-03
5.989000000000000000e+03,1.325500000000000078e+01,-4.665099999999999802e+00,1.826440000000000055e+03,1.629999999999999939e-03
5.128000000000000000e+03,1.359099999999999930e+01,-4.735800000000000232e+00,2.137284999999999854e+04,1.775300000000000142e-02
6.144000000000000000e+03,1.739999999999999991e+00,-4.476700000000000124e+00,6.005640000000000327e+03,6.381999999999999652e-03
5.847000000000000000e+03,1.313700000000000045e+01,-4.615400000000000169e+00,3.291190000000000055e+03,3.086000000000000201e-03
5.618000000000000000e+03,1.862099999999999866e+01,-4.648799999999999599e+00,4.627729999999999563e+03,3.397999999999999979e-03
5.178000000000000000e+03,1.359500000000000064e+01,-4.682199999999999918e+00,8.540030000000000655e+03,8.966999999999999277e-03
6.223000000000000000e+03,3.779999999999999805e+00,-4.317199999999999704e+00,1.038910000000000082e+03,8.509999999999999769e-04
6.273000000000000000e+03,1.411000000000000032e+00,-4.400000000000000355e+00,5.281779999999999745e+03,5.734999999999999647e-03
6.204000000000000000e+03,5.506000000000000227e+00,-4.700199999999999712e+00,3.392699999999999818e+02,2.900000000000000017e-04
5.654000000000000000e+03,1.099499999999999922e+01,-4.887299999999999756e+00,5.793840000000000146e+03,4.951999999999999805e-03
6.157000000000000000e+03,1.448099999999999987e+01,-4.610599999999999810e+00,1.922579999999999927e+03,2.037999999999999881e-03
5.216000000000000000e+03,7.935999999999999943e+00,-4.489200000000000301e+00,7.667180000000000291e+03,8.876000000000000209e-03
5.345000000000000000e+03,1.868400000000000105e+01,-4.648299999999999876e+00,1.017660000000000036e+04,1.033300000000000017e-02
6.431000000000000000e+03,3.540000000000000036e+00,-4.287799999999999834e+00,1.364079999999999927e+03,1.080999999999999930e-03
6.231000000000000000e+03,1.036999999999999922e+01,-4.803099999999999703e+00,1.022220000000000027e+03,7.249999999999999500e-04
6.452000000000000000e+03,4.562000000000000277e+00,-4.561200000000000365e+00,3.020199999999999818e+02,1.990000000000000124e-04
5.948000000000000000e+03,8.207000000000000739e+00,-5.170099999999999696e+00,1.529461000000000058e+04,1.399599999999999976e-02
4.959000000000000000e+03,1.542999999999999972e+01,-4.651600000000000179e+00,9.875479999999999563e+03,1.249199999999999963e-02
6.279000000000000000e+03,2.912999999999999812e+00,-4.435800000000000409e+00,2.024289999999999964e+03,1.977000000000000025e-03
5.238000000000000000e+03,2.389900000000000091e+01,-4.881800000000000139e+00,6.963489999999999782e+03,5.401000000000000419e-03
5.563000000000000000e+03,2.226200000000000045e+01,-5.040799999999999947e+00,1.077769999999999982e+03,7.129999999999999836e-04
5.082000000000000000e+03,2.328399999999999892e+01,-4.710399999999999920e+00,2.660900000000000091e+03,2.049000000000000040e-03
6.339000000000000000e+03,3.331999999999999851e+00,-4.493100000000000094e+00,1.632930000000000064e+03,1.696000000000000025e-03
5.452000000000000000e+03,4.621000000000000441e+00,-4.564300000000000246e+00,3.478187000000000262e+04,2.973500000000000101e-02
5.605000000000000000e+03,1.489899999999999913e+01,-4.636899999999999800e+00,3.617940000000000055e+03,3.351999999999999945e-03
5.880000000000000000e+03,3.650999999999999801e+00,-4.281600000000000072e+00,3.483590000000000146e+03,4.270000000000000358e-03
5.635000000000000000e+03,1.381900000000000084e+01,-4.540799999999999947e+00,1.196486000000000058e+04,1.018299999999999934e-02
5.330000000000000000e+03,1.843900000000000006e+01,-4.476200000000000401e+00,1.789993000000000029e+04,1.856000000000000011e-02
5.992000000000000000e+03,2.986000000000000210e+00,-4.238400000000000389e+00,1.009560000000000036e+04,1.096100000000000026e-02
6.015000000000000000e+03,1.441600000000000037e+01,-4.542500000000000426e+00,1.308079999999999927e+03,9.389999999999999476e-04
5.240000000000000000e+03,2.485900000000000176e+01,-4.671800000000000175e+00,9.756920000000000073e+03,7.446999999999999627e-03
5.530000000000000000e+03,1.065600000000000058e+01,-4.552999999999999936e+00,1.603421999999999935e+04,1.627199999999999827e-02
6.096000000000000000e+03,1.197899999999999920e+01,-4.497600000000000264e+00,1.561579999999999927e+03,1.128000000000000096e-03
5.878000000000000000e+03,4.751000000000000334e+00,-4.580599999999999561e+00,1.271080999999999949e+04,7.602000000000000250e-03
5.111000000000000000e+03,2.100499999999999901e+01,-5.049599999999999866e+00,5.843640000000000327e+03,4.616000000000000311e-03
6.443000000000000000e+03,2.315999999999999837e+00,-4.412600000000000300e+00,2.081989999999999782e+03,2.079999999999999818e-03
6.419000000000000000e+03,8.974999999999999645e+00,-4.583499999999999908e+00,1.984240000000000009e+03,2.060000000000000199e-03
5.848000000000000000e+03,5.152000000000000135e+00,-4.694099999999999717e+00,1.371735000000000036e+04,1.154600000000000071e-02
